"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.supportingInformation.observation","EHDSLaboratoryOrderBody.supportingInformation.observation","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSObservation {[]} {[]}
","B.1.3.1 - Observation","Clinical findings and other observations.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.supportingInformation.observation",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.supportingInformation.condition","EHDSLaboratoryOrderBody.supportingInformation.condition","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSCondition {[]} {[]}
","B.1.3.2 - Condition","Condition that may influence the service or result interpretation.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.supportingInformation.condition",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.supportingInformation.medicationAdministration","EHDSLaboratoryOrderBody.supportingInformation.medicationAdministration","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSMedicationAdministration {[]} {[]}
","B.1.3.3 - Medication Administration","Medication adninistered before ordering the service.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.supportingInformation.medicationAdministration",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.supportingInformation.sexForClinicalUse","EHDSLaboratoryOrderBody.supportingInformation.sexForClinicalUse","","","",0,*,"","","","CodeableConcept {[]} {[]}
","B.1.3.4 - Sex for clinical use","A Sex Parameter for Clinical Use is a parameter that provides guidance on how a recipient should apply settings or reference ranges that are derived from observable information such as an organ inventory, recent hormone lab tests, genetic testing, menstrual status, obstetric history, etc.. This property is intended for use in clinical decision making, and indicates that treatment or diagnostic tests should consider best practices associated with the relevant reference population","","","","","","","","","",,"preferred","HL7 sex-parameter-for-clinical-use","","",,,,"EHDSLaboratoryOrderBody.supportingInformation.sexForClinicalUse",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.supportingInformation.vaccination","EHDSLaboratoryOrderBody.supportingInformation.vaccination","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSImmunization {[]} {[]}
","B.1.3.5 - Vaccination","Vaccination history of the patient.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.supportingInformation.vaccination",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.supportingInformation.otherSupportingInformation","EHDSLaboratoryOrderBody.supportingInformation.otherSupportingInformation","","","",0,*,"","","","Resource {[]} {[]}
","B.1.3.6 - Other supporting information","Any other type of relevant supporting information","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.supportingInformation.otherSupportingInformation",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.specimen","EHDSLaboratoryOrderBody.specimen","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSSpecimen {[]} {[]}
","B.1.4 - Specimen","Specimen information","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.specimen",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.serviceRequests","EHDSLaboratoryOrderBody.serviceRequests","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSServiceRequest {[]} {[]}
","B.1.5 - Service requests","Specification of requested service or services","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.serviceRequests",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.allergy","EHDSLaboratoryOrderBody.allergy","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSAllergyIntolerance {[]} {[]}
","B.1.6 - Allergy","Allergies and intolerances that may affect order execution or interpretation of results","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.allergy",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.alerts","EHDSLaboratoryOrderBody.alerts","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSAlertFlag {[]} {[]}
","B.1.7 - Alerts","Alerts and warnings that may affect order execution or interpretation of results","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.alerts",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.appointment","EHDSLaboratoryOrderBody.appointment","","","",0,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSAppointment {[]} {[]}
","B.1.8 - Appointment","Information about the appointment (if the appointment has been booked)","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.appointment",0,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader","","","",0,*,"","","","null {[]} {[]}
","Laboratory order header model","A.1 - EHDS refined base model for Laboratory order header data elements","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.subject","EHDSLaboratoryOrderHeader.subject","","","",1,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSPatient {[]} {[]}
","A.1.1 - Subject","Patient/subject information","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.subject",1,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.healthInsuranceAndPaymentInformation","EHDSLaboratoryOrderHeader.healthInsuranceAndPaymentInformation","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSCoverage {[]} {[]}
","A.1.4 - Health insurance and payment information","Health insurance information (Health insurance information is not always required, however, in some jurisdictions, the insurance number is also used as the patient identifier. It is necessary not just for identification but also forms access to funding for care.)","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.healthInsuranceAndPaymentInformation",0,*,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.intendedRecipient","EHDSLaboratoryOrderHeader.intendedRecipient","","","",0,*,"","","","Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSPatient], CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSRelatedPerson], CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional], CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSOrganization], CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSDevice]]}
","A.1.5 - Intended recipient","Information recipient (intended recipient or recipients of the report, additional recipients might be identified by the ordering party, e.g. GP, other specialist), if applicable","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.intendedRecipient",0,*,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.authorship","EHDSLaboratoryOrderHeader.authorship","","","",1,*,"","","","Base {[]} {[]}
","A.1.6 - Authorship","Information about author or authors of the document","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.authorship",1,*,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.authorship.author","EHDSLaboratoryOrderHeader.authorship.author","","","",1,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional {[]} {[]}
","A.1.6.1 - Author","Author by whom the document was/were authored. Multiple authors could be provided.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.authorship.author",1,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.authorship.datetime","EHDSLaboratoryOrderHeader.authorship.datetime","","","",1,1,"","","","dateTime {[]} {[]}
","A.1.6.2 - DateTime","Date and time of the last modification of the document by its Author.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.authorship.datetime",1,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.attestation","EHDSLaboratoryOrderHeader.attestation","","","",0,*,"","","","Base {[]} {[]}
","A.1.7 - Attestation","Document attestation details","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.attestation",0,*,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.attestation.attester","EHDSLaboratoryOrderHeader.attestation.attester","","","",1,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional {[]} {[]}
","A.1.7.1 - Attester","Attester who validated the document. Mulitple attesters could be provided.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.attestation.attester",1,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.attestation.datetime","EHDSLaboratoryOrderHeader.attestation.datetime","","","",1,1,"","","","dateTime {[]} {[]}
","A.1.7.2 - DateTime","Date and time of the approval of the document by Attester.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.attestation.datetime",1,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.legalAuthentication","EHDSLaboratoryOrderHeader.legalAuthentication","","","",0,1,"","","","Base {[]} {[]}
","A.1.8 - Legal authentication","Document legal authentication","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.legalAuthentication",0,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.legalAuthentication.legalAuthenticator","EHDSLaboratoryOrderHeader.legalAuthentication.legalAuthenticator","","","",1,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional {[]} {[]}
","A.1.8.1 - Legal authenticator","The person taking responsibility for the medical content of the document","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.legalAuthentication.legalAuthenticator",1,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.legalAuthentication.datetime","EHDSLaboratoryOrderHeader.legalAuthentication.datetime","","","",1,1,"","","","dateTime {[]} {[]}
","A.1.8.2 - DateTime","Date and time when the document was authorized.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.legalAuthentication.datetime",1,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.documentMetadata","EHDSLaboratoryOrderHeader.documentMetadata","","","",1,1,"","","","Base {[]} {[]}
","A.1.9 - Document metadata","Data relevant to document type and its content for administrative and searching purposes.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.documentMetadata",1,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.documentMetadata.documentId","EHDSLaboratoryOrderHeader.documentMetadata.documentId","","","",1,1,"","","","Identifier {[]} {[]}
","A.1.9.1 - Document ID","Unique identifier of the document","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.documentMetadata.documentId",1,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.documentMetadata.documentType","EHDSLaboratoryOrderHeader.documentMetadata.documentType","","","",1,1,"","","","CodeableConcept {[]} {[]}
","A.1.9.2 - Document type","Identifies the type of document at hand, e.g. Hospital discharge report.","","","","","","","","","",,"preferred","LOINC","","",,,,"EHDSLaboratoryOrderHeader.documentMetadata.documentType",1,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.documentMetadata.documentStatus","EHDSLaboratoryOrderHeader.documentMetadata.documentStatus","","","",1,1,"","","","CodeableConcept {[]} {[]}
","A.1.9.3 - Document status","The status of the document/report. E.g., preliminary, final.","","","","","","","","","",,"preferred","hl7:DiagnosticReportStatus","","",,,,"EHDSLaboratoryOrderHeader.documentMetadata.documentStatus",1,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.documentMetadata.period","EHDSLaboratoryOrderHeader.documentMetadata.period","","","",0,1,"","","","Period {[]} {[]}
","A.1.9.4 - Period","Documented period service. Typically used for searching purposes.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.documentMetadata.period",0,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.documentMetadata.reportDateAndTime","EHDSLaboratoryOrderHeader.documentMetadata.reportDateAndTime","","","",1,1,"","","","dateTime {[]} {[]}
","A.1.9.5 - Report date and time","Date and time of the report creation.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.documentMetadata.reportDateAndTime",1,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.documentMetadata.documentTitle","EHDSLaboratoryOrderHeader.documentMetadata.documentTitle","","","",1,1,"","","","string {[]} {[]}
","A.1.9.6 - Document title","Document title, such as ""Hospital discharge report"", ""Laboratory Result Report"" etc..","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderHeader.documentMetadata.documentTitle",1,1,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.documentMetadata.eventType","EHDSLaboratoryOrderHeader.documentMetadata.eventType","","","",0,*,"","","","CodeableConcept {[]} {[]}
","A.1.9.7 - Event type","Categorization of an ""event"" covered by the document (e.g. laboratory study types, imaging study types including modality, etc.). Selection of event types depends on the use case and agreement betwen data sharing parties. This meta-data element serves primarily for searching and filtering purpuses.","","","","","","","","","",,"preferred","LOINC, SNOMED CT, dicom-cid-33-Modality","","",,,,"EHDSLaboratoryOrderHeader.documentMetadata.eventType",0,*,"",""
"EHDSLaboratoryOrderHeader","EHDSLaboratoryOrderHeader.documentMetadata.specialty","EHDSLaboratoryOrderHeader.documentMetadata.specialty","","","",0,*,"","","","CodeableConcept {[]} {[]}
","A.1.9.8 - Specialty","Additional details about where the content was created (e.g. clinical specialty)","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSLaboratoryOrderHeader.documentMetadata.specialty",0,*,"",""
